TRIP_DURATION_MIN,FARE_PER_MILE,HAS_TIP,HAS_EXTRAS,PICKUP_COMMUNITY_AREA,DROPOFF_COMMUNITY_AREA,FARE,TRIP_TIME_OF_DAY_evening,TRIP_TIME_OF_DAY_morning,TRIP_TIME_OF_DAY_night,DAY_TYPE_Tuesday,DAY_TYPE_Wednesday,PAYMENT_TYPE_Electronic,PAYMENT_TYPE_Other
45.0,2.8968253968253967,1,1,76.0,3.0,36.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.5714285714285716,0,0,7.0,8.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2.7660853878532774,1,1,8.0,6.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.8579387186629526,1,0,21.0,8.0,20.52,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,2.826691380908249,0,0,33.0,1.0,30.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6611047180667438,1,1,76.0,8.0,46.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.434065934065934,1,1,76.0,8.0,12.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,2.6287284144427003,1,0,1.0,8.0,33.49,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60.0,2.5722543352601157,1,1,32.0,76.0,44.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.7225755166931638,1,0,32.0,56.0,34.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.064516129032258,0,0,28.0,43.0,33.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.1,0,0,24.0,28.0,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45.0,2.579505300353357,1,1,76.0,24.0,36.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
90.0,4.519572953736654,0,0,44.0,44.0,127.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
45.0,2.878787878787879,0,0,43.0,28.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45.0,3.3522727272727275,1,1,76.0,77.0,44.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,2.9261363636363633,0,0,4.0,32.0,25.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0
60.0,2.616279069767442,1,0,32.0,76.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.0930787589498805,1,0,8.0,6.0,12.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.0381944444444446,1,0,3.0,32.0,17.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,2.8350515463917527,0,0,69.0,68.0,30.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.5502645502645502,1,0,6.0,77.0,13.42,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60.0,2.611731843575419,1,1,76.0,32.0,46.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.723463687150838,0,1,76.0,29.0,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.832512315270936,0,1,56.0,8.0,34.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.2,1,0,3.0,8.0,19.52,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.49,20.2289156626506,0,0,8.0,32.0,50.37,0.0,0.0,1.0,1.0,0.0,0.0,0.0
60.0,2.570093457943925,0,0,32.0,76.0,46.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45.0,2.783576896311761,1,1,8.0,77.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.515625,0,0,40.0,43.0,11.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.1404549950544016,0,0,43.0,28.0,31.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0
15.0,3.1739130434782608,1,1,32.0,6.0,18.25,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.61,4.503105590062112,1,0,24.0,28.0,7.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60.0,2.635135135135135,1,1,76.0,32.0,48.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,2.9547790339157243,0,0,28.0,41.0,28.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.1713344316309717,1,1,6.0,32.0,19.25,0.0,0.0,1.0,1.0,0.0,1.0,0.0
60.0,2.5995575221238942,1,1,76.0,32.0,47.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.2978723404255317,1,0,6.0,32.0,15.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.2978723404255317,1,1,76.0,76.0,15.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,2.776991150442478,0,0,60.0,32.0,15.69,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,2.6041666666666665,1,1,76.0,6.0,37.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.2338308457711444,0,0,77.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.3442982456140355,1,1,8.0,35.0,15.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,2.8322440087145972,0,1,41.0,37.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,3.2766990291262137,0,0,38.0,33.0,13.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60.0,2.576560659599529,1,1,76.0,8.0,43.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,2.9841772151898733,1,0,8.0,33.0,9.43,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,2.983425414364641,0,0,8.0,42.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.16147859922179,0,0,6.0,14.0,16.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45.0,2.9850746268656714,0,0,33.0,42.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.252032520325203,1,0,28.0,6.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.322072072072072,1,0,8.0,28.0,14.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.676801057501652,1,1,8.0,7.0,40.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.7235354573484067,0,1,8.0,68.0,26.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.15,0,0,14.0,6.0,15.75,0.0,0.0,1.0,1.0,0.0,0.0,1.0
15.0,3.1,1,1,8.0,8.0,15.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.25,1,0,28.0,7.0,16.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,4.125,0,0,8.0,8.0,8.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,3.2,0,0,28.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,2.9846938775510203,0,0,4.0,32.0,29.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6519337016574585,1,1,76.0,32.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.27,3.9647577092511015,1,0,28.0,8.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
45.0,3.046875,0,1,8.0,8.0,29.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,3.280821917808219,1,0,8.0,6.0,19.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.4265113699389906,1,1,76.0,8.0,43.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.101361573373676,0,0,43.0,49.0,20.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,2.745664739884393,0,1,62.0,69.0,23.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.51,8.333333333333334,0,0,8.0,8.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,2.630718954248366,1,1,76.0,24.0,40.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.1578947368421053,1,0,3.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.8,4.305555555555555,0,0,6.0,3.0,7.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,4.305555555555555,1,0,32.0,33.0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.09,3.5598705501618126,1,0,32.0,33.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15.0,3.5318559556786706,0,0,1.0,3.0,12.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45.0,2.8198653198653196,0,0,37.0,6.0,33.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3.64,24.45054945054945,0,0,35.0,68.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,6.115384615384616,1,0,8.0,28.0,12.72,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,2.8633004926108376,0,1,76.0,17.0,23.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,3.6206896551724137,1,0,32.0,35.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,2.900943396226415,0,0,39.0,28.0,30.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60.0,2.6323529411764706,1,0,28.0,76.0,44.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.1942078364565587,0,0,28.0,38.0,18.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.9806259314456036,0,0,28.0,66.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.2541322314049586,1,0,8.0,6.0,15.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.7037037037037033,0,0,3.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,2.9347826086956523,0,0,48.0,35.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
45.0,2.735191637630662,1,1,76.0,6.0,39.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,2.6405451448040886,1,1,76.0,8.0,46.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.9013539651837523,0,0,8.0,39.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.231707317073171,0,0,11.0,13.0,13.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.9020234291799785,0,0,53.0,66.0,27.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.0718336483931945,0,0,32.0,43.0,32.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.035714285714286,0,0,23.0,28.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
15.0,3.125,0,0,35.0,68.0,17.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,2.6636904761904763,1,1,8.0,76.0,44.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.556002297530155,1,1,76.0,8.0,44.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6123595505617976,1,1,76.0,32.0,46.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.42,4.753521126760564,1,0,32.0,32.0,6.75,0.0,0.0,1.0,1.0,0.0,1.0,0.0
30.0,3.125,0,0,1.0,77.0,17.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.0,3.469785575048733,1,0,6.0,32.0,17.8,0.0,0.0,1.0,1.0,0.0,1.0,0.0
45.0,2.952952952952953,0,0,8.0,40.0,29.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.985074626865672,0,0,8.0,4.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,2.7012327773749094,1,1,76.0,6.0,37.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,2.557471264367816,1,1,76.0,8.0,44.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.8125,0,0,60.0,23.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.5933040614709113,1,1,76.0,8.0,47.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60.0,2.578167855183763,1,1,76.0,32.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6553672316384183,1,1,76.0,32.0,47.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.5706214689265536,1,0,32.0,76.0,45.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.68361581920904,0,1,8.0,76.0,47.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,3.204449152542373,0,0,32.0,43.0,30.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,3.0932203389830506,0,1,28.0,22.0,18.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,3.8702928870292883,0,0,7.0,8.0,9.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,3.4704370179948585,1,0,8.0,28.0,13.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6,7.5,1,1,33.0,33.0,4.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,2.5497512437810945,1,0,33.0,76.0,51.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.7931991672449685,0,0,6.0,76.0,40.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.91,3.3887468030690537,1,1,76.0,76.0,13.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.576722640416908,1,0,8.0,76.0,44.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
75.0,2.5569620253164556,0,1,76.0,33.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,3.64963503649635,0,0,61.0,35.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,3.454332552693209,0,0,8.0,22.0,14.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.8688524590163937,0,0,28.0,19.0,24.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,2.899159663865546,0,0,8.0,8.0,34.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.6412429378531073,1,1,8.0,8.0,46.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.8342070773263432,1,0,76.0,8.0,43.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.4552845528455287,0,0,7.0,8.0,12.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,3.048780487804878,0,0,25.0,28.0,18.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,2.7374301675977657,0,0,8.0,25.0,24.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.3064516129032255,0,0,3.0,8.0,20.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15.0,3.1451612903225805,0,0,69.0,43.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,2.78372591006424,0,0,8.0,1.0,26.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.2098765432098766,0,0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,2.8548770816812055,0,0,28.0,46.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6679306608884072,1,1,8.0,76.0,49.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.1123139377537212,0,0,36.0,39.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.9731127197518097,0,0,8.0,43.0,28.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,2.8461538461538463,0,0,33.0,38.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60.0,2.8267973856209148,1,1,56.0,6.0,43.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,2.927063339731286,1,0,32.0,12.0,30.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,2.8349381017881705,1,0,8.0,3.0,20.61,1.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6176470588235294,1,1,76.0,8.0,44.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.271948608137045,1,0,8.0,6.0,15.28,1.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.917981072555205,1,1,8.0,32.0,37.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.1374501992031876,0,0,44.0,38.0,15.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.3366533864541834,0,0,32.0,7.0,16.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,2.7334397446129293,1,0,32.0,56.0,34.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.793453724604966,1,1,8.0,76.0,49.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.72,5.232558139534884,1,0,8.0,32.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.72,4.3604651162790695,1,0,8.0,28.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.3641160949868074,0,1,32.0,24.0,12.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2.568104426787741,1,1,76.0,32.0,45.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.0303030303030303,0,0,8.0,6.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45.0,2.8976311336717426,0,0,32.0,43.0,34.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.579639889196676,1,1,76.0,23.0,37.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.257075471698113,1,0,8.0,6.0,13.81,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.041018387553041,0,0,7.0,1.0,21.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,4.237288135593221,0,1,76.0,76.0,7.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0
60.0,2.6412429378531073,1,1,8.0,8.0,46.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,2.922535211267606,0,0,32.0,21.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.9929577464788735,1,0,39.0,32.0,21.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,2.9692470837751856,0,0,8.0,2.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.587772397094431,1,1,8.0,8.0,42.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.86,4.166666666666666,1,0,8.0,8.0,7.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,3.1962025316455693,0,0,24.0,77.0,25.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,3.292089249492901,1,0,8.0,6.0,16.23,0.0,1.0,0.0,1.0,0.0,1.0,0.0
45.0,2.8800872093023258,0,0,8.0,71.0,39.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60.0,2.877578176979375,0,0,24.0,8.0,43.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,3.057065217391304,0,0,49.0,45.0,22.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.17,5.128205128205129,0,0,24.0,23.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,3.2769556025369977,1,0,8.0,6.0,15.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.58,4.272151898734177,0,0,33.0,33.0,6.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,2.8433024431339513,0,0,42.0,45.0,33.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.125,0,0,35.0,49.0,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,2.96875,0,0,25.0,8.0,23.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,2.6994031470428648,1,1,76.0,8.0,49.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,2.95010395010395,1,0,8.0,28.0,14.19,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,2.7916251246261217,1,1,76.0,15.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.7038043478260874,1,1,32.0,76.0,49.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.5903614457831323,1,1,76.0,8.0,43.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3.012048192771084,0,0,32.0,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.6115537848605577,1,0,8.0,6.0,18.13,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15.0,3.668941979522184,1,0,41.0,43.0,10.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.0652866242038215,1,0,8.0,27.0,19.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.7902790279027903,1,0,33.0,8.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,2.6395173453996983,1,1,76.0,5.0,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.727272727272727,0,0,32.0,76.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,3.0232558139534884,0,0,19.0,7.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.6,3.75,1,0,8.0,7.0,9.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.62,3.8167938931297707,1,0,32.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.5714285714285716,1,1,76.0,8.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,2.682045580878266,1,1,28.0,76.0,48.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.989749430523918,0,0,32.0,77.0,26.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15.0,3.077651515151515,0,0,35.0,28.0,16.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6803441429516877,1,0,6.0,56.0,40.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,2.837078651685393,0,0,14.0,7.0,25.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60.0,2.5702247191011236,1,0,32.0,76.0,45.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.5842696629213484,1,1,76.0,32.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.314917127071823,1,0,14.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.5828729281767955,1,1,76.0,32.0,46.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60.0,2.5828729281767955,1,1,8.0,32.0,46.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45.0,2.727272727272727,1,1,76.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,12.457420924574208,0,1,76.0,8.0,51.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15.0,3.59375,1,1,76.0,8.0,11.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0
60.0,2.549467275494673,1,1,76.0,33.0,50.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.0163043478260874,0,0,19.0,28.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,3.094302554027505,0,0,44.0,53.0,15.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.568397543271915,1,1,8.0,28.0,46.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15.0,3.1810766721044046,0,0,39.0,38.0,19.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,3.019425675675676,0,0,43.0,8.0,35.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,2.8421052631578947,0,0,68.0,28.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
30.0,3.082706766917293,0,0,3.0,8.0,20.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
45.0,2.6405451448040886,1,1,8.0,32.0,46.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.9081632653061225,1,1,76.0,12.0,28.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.780612244897959,0,0,28.0,19.0,27.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30.0,2.7295918367346936,0,1,56.0,8.0,26.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45.0,2.705156136528686,1,1,8.0,56.0,37.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.550732807215333,1,1,8.0,32.0,45.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.6268115942028984,1,1,76.0,22.0,36.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,6.912162162162162,0,0,54.0,41.0,81.84,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15.0,3.1114327062228653,0,0,28.0,6.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.47,3.5302593659942363,0,0,28.0,34.0,12.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,2.793040293040293,1,1,56.0,32.0,30.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,3.6,1,0,8.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45.0,2.7722772277227725,1,1,76.0,14.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.59046052631579,1,1,76.0,8.0,47.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60.0,2.579250720461095,0,1,8.0,76.0,44.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,2.9581850533807827,0,0,11.0,11.0,33.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30.0,3.090909090909091,0,0,8.0,38.0,25.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,3.1408308004052685,0,0,33.0,32.0,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,2.860576923076923,1,1,56.0,32.0,29.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.8846153846153846,1,1,56.0,8.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,2.690582959641256,1,1,8.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,3.897338403041825,0,0,7.0,8.0,10.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
45.0,2.7336448598130842,0,0,43.0,62.0,29.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.07,5.373831775700935,1,0,32.0,8.0,5.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,3.0176643768400395,0,0,8.0,57.0,30.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,2.8122232063773254,0,1,6.0,2.0,31.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.0,3.309572301425662,0,0,8.0,28.0,16.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0
45.0,2.9124886052871464,1,0,7.0,17.0,31.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.0,3.0094149293880297,0,0,23.0,43.0,44.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,3.0066815144766146,0,0,77.0,24.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
75.0,2.568681318681319,1,1,76.0,8.0,46.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,2.726876090750436,0,0,32.0,56.0,31.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0,2.9525862068965516,0,0,8.0,8.0,34.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
