,TRIP_TIME_OF_DAY,TRIP_DURATION_MIN,DAY_TYPE,PAYMENT_TYPE,FARE_PER_MILE,HAS_TIP,HAS_EXTRAS,PICKUP_COMMUNITY_AREA,DROPOFF_COMMUNITY_AREA,FARE
11413,morning,15.0,Tuesday,Electronic,3.7142857142857144,1,0,8.0,33.0,13.0
11414,evening,15.0,Tuesday,Electronic,3.9758308157099695,1,0,28.0,7.0,13.16
11415,morning,15.0,Tuesday,Electronic,6.41025641025641,1,0,28.0,32.0,5.0
11416,afternoon,30.0,Tuesday,Electronic,3.5456730769230766,0,0,2.0,8.0,14.75
11417,afternoon,2.3,Tuesday,Cash,4.130434782608696,0,0,28.0,8.0,9.5
11418,night,15.0,Tuesday,Electronic,5.224719101123596,1,0,8.0,8.0,9.3
11419,evening,45.0,Tuesday,Electronic,3.1367924528301887,1,1,32.0,56.0,33.25
11420,evening,45.0,Tuesday,Cash,2.990654205607477,0,0,8.0,15.0,32.0
11421,morning,15.0,Monday,Electronic,4.597701149425287,1,0,28.0,28.0,8.0
11422,morning,15.0,Monday,Cash,3.4722222222222223,0,0,28.0,7.0,13.75
11423,afternoon,2.7,Monday,Electronic,3.9814814814814814,1,1,76.0,8.0,10.75
11424,afternoon,15.0,Monday,Electronic,4.336734693877551,1,0,8.0,28.0,8.5
11425,morning,15.0,Tuesday,Electronic,4.422018348623853,1,0,7.0,32.0,9.64
11426,morning,1.92,Tuesday,Electronic,4.427083333333334,0,0,32.0,8.0,8.5
11427,evening,1.44,Monday,Electronic,6.25,1,0,8.0,7.0,9.0
11428,afternoon,15.0,Tuesday,Electronic,4.838709677419355,1,0,32.0,8.0,7.5
11429,morning,0.59,Tuesday,Cash,8.05084745762712,0,0,28.0,32.0,4.75
11430,morning,1.77,Monday,Electronic,4.519774011299435,0,0,5.0,6.0,8.0
11431,morning,0.7,Tuesday,Cash,7.142857142857143,0,0,28.0,32.0,5.0
11432,afternoon,30.0,Tuesday,Cash,3.178694158075601,0,0,32.0,3.0,27.75
11433,morning,1.62,Tuesday,Cash,4.62962962962963,0,0,28.0,28.0,7.5
11434,afternoon,15.0,Tuesday,Cash,3.927492447129909,0,0,8.0,32.0,13.0
11435,afternoon,15.0,Tuesday,Electronic,3.5498489425981874,1,0,32.0,28.0,11.75
11436,evening,15.0,Tuesday,Electronic,4.767326732673268,1,0,8.0,24.0,9.63
11437,night,15.0,Wednesday,Cash,3.560606060606061,0,0,8.0,33.0,11.75
11438,evening,30.0,Tuesday,Other,3.272727272727273,0,0,8.0,28.0,18.0
11439,afternoon,45.0,Tuesday,Electronic,2.909090909090909,1,0,28.0,56.0,32.0
11440,afternoon,30.0,Tuesday,Other,3.257575757575758,0,0,15.0,77.0,21.5
11441,afternoon,15.0,Tuesday,Cash,3.9393939393939394,0,0,8.0,6.0,13.0
11442,afternoon,15.0,Monday,Electronic,3.571428571428571,0,0,28.0,30.0,13.75
11443,morning,15.0,Monday,Other,3.7121212121212124,0,0,33.0,28.0,12.25
11444,morning,2.64,Monday,Cash,4.071969696969696,0,0,28.0,33.0,10.75
11445,night,15.0,Tuesday,Electronic,5.454545454545454,1,0,8.0,8.0,6.0
11446,night,1.1,Tuesday,Electronic,5.227272727272727,1,0,32.0,32.0,5.75
11447,evening,1.1,Tuesday,Cash,5.454545454545454,0,0,24.0,28.0,6.0
11448,evening,15.0,Tuesday,Electronic,5.681818181818182,1,0,32.0,32.0,6.25
11449,evening,15.0,Tuesday,Cash,3.4090909090909087,0,0,8.0,6.0,15.0
11450,evening,15.0,Tuesday,Electronic,5.227272727272727,1,0,8.0,28.0,5.75
11451,afternoon,15.0,Tuesday,Cash,4.204545454545454,0,1,28.0,28.0,9.25
11452,afternoon,1.1,Tuesday,Cash,5.681818181818182,0,0,32.0,8.0,6.25
11453,morning,15.0,Tuesday,Cash,4.659090909090908,0,0,28.0,8.0,10.25
11454,morning,15.0,Tuesday,Electronic,5.681818181818182,1,0,8.0,32.0,6.25
11455,morning,15.0,Tuesday,Electronic,4.204545454545454,1,0,28.0,8.0,9.25
11456,morning,15.0,Tuesday,Cash,5.454545454545454,0,1,32.0,8.0,6.0
11457,morning,1.1,Tuesday,Cash,5.681818181818182,0,0,28.0,8.0,6.25
11458,morning,1.1,Tuesday,Cash,5.454545454545454,0,0,32.0,8.0,6.0
11459,morning,15.0,Tuesday,Electronic,5.909090909090908,1,1,8.0,8.0,6.5
11460,night,15.0,Monday,Electronic,3.6363636363636362,1,1,76.0,8.0,16.0
11461,evening,1.1,Monday,Electronic,5.454545454545454,1,0,32.0,28.0,6.0
11462,evening,15.0,Monday,Electronic,4.204545454545454,1,0,8.0,33.0,9.25
11463,evening,1.1,Monday,Electronic,5.681818181818182,1,0,42.0,41.0,6.25
11464,evening,15.0,Monday,Other,3.465909090909091,0,0,3.0,13.0,15.25
11465,evening,15.0,Monday,Other,3.579545454545454,0,0,39.0,43.0,15.75
11466,evening,30.0,Monday,Electronic,3.3238636363636362,1,0,32.0,16.0,29.25
11467,evening,1.1,Monday,Cash,5.681818181818182,0,0,35.0,60.0,6.25
11468,afternoon,15.0,Monday,Electronic,4.204545454545454,1,0,28.0,34.0,9.25
11469,afternoon,1.1,Monday,Cash,5.681818181818182,0,0,15.0,15.0,6.25
11470,afternoon,1.1,Monday,Cash,5.454545454545454,0,0,8.0,8.0,6.0
11471,afternoon,15.0,Monday,Other,3.5227272727272725,0,0,8.0,7.0,15.5
11472,morning,15.0,Monday,Cash,5.681818181818182,0,1,8.0,32.0,6.25
11473,morning,15.0,Monday,Electronic,5.909090909090908,1,0,8.0,32.0,6.5
11474,morning,1.1,Monday,Cash,5.454545454545454,0,0,32.0,8.0,6.0
11475,morning,15.0,Monday,Electronic,5.227272727272727,1,0,33.0,34.0,5.75
11476,morning,1.76,Monday,Electronic,5.113636363636363,1,0,33.0,32.0,9.0
11477,morning,15.0,Monday,Cash,5.454545454545454,0,0,8.0,8.0,6.0
11478,morning,1.1,Monday,Cash,5.681818181818182,0,0,77.0,3.0,6.25
11479,morning,1.1,Monday,Electronic,5.681818181818182,1,0,28.0,32.0,6.25
11480,morning,15.0,Monday,Cash,4.3181818181818175,0,0,32.0,33.0,9.5
11481,morning,1.1,Monday,Electronic,5.681818181818182,1,0,32.0,28.0,6.25
11482,morning,15.0,Monday,Cash,5.681818181818182,0,0,32.0,32.0,6.25
11483,afternoon,15.0,Monday,Electronic,3.541910331384016,1,0,28.0,6.0,18.17
11484,evening,15.0,Tuesday,Electronic,3.551532033426184,1,0,8.0,6.0,12.75
11485,morning,60.0,Monday,Cash,3.173076923076923,0,1,8.0,8.0,41.25
11486,afternoon,30.0,Monday,Electronic,3.0453257790368276,1,0,8.0,16.0,21.5
11487,afternoon,1.06,Monday,Electronic,8.49056603773585,1,0,28.0,32.0,9.0
11488,morning,15.0,Tuesday,Electronic,4.918781725888325,1,0,8.0,28.0,9.69
11489,evening,15.0,Monday,Electronic,3.9624060150375935,0,0,7.0,28.0,10.54
11490,afternoon,15.0,Tuesday,Electronic,3.864353312302839,1,0,32.0,24.0,12.25
11491,night,1.53,Tuesday,Electronic,4.738562091503268,1,1,8.0,32.0,7.25
11492,evening,15.0,Tuesday,Electronic,3.9874055415617127,1,0,8.0,6.0,15.83
11493,night,0.8,Tuesday,Electronic,6.5625,1,0,32.0,8.0,5.25
11494,evening,15.0,Monday,Cash,4.243119266055046,0,0,33.0,32.0,9.25
11495,morning,1.38,Monday,Electronic,6.521739130434783,1,0,8.0,28.0,9.0
11496,afternoon,30.0,Monday,Electronic,3.32409972299169,0,0,67.0,71.0,24.0
11497,evening,15.0,Tuesday,Electronic,5.769230769230769,1,0,32.0,34.0,9.0
11498,morning,1.85,Monday,Electronic,4.45945945945946,0,0,7.0,22.0,8.25
11499,afternoon,15.0,Tuesday,Electronic,3.9335664335664338,1,0,32.0,7.0,11.25
11500,evening,45.0,Monday,Electronic,2.871148459383753,1,0,32.0,4.0,30.75
11501,afternoon,45.0,Monday,Electronic,3.2411408815903195,0,0,28.0,35.0,37.5
11502,evening,1.12,Tuesday,Electronic,8.035714285714285,1,0,6.0,3.0,9.0
11503,afternoon,60.0,Tuesday,Electronic,2.9086892488954343,1,0,6.0,76.0,39.5
11504,evening,15.0,Monday,Electronic,3.562176165803109,1,0,8.0,6.0,13.75
11505,morning,15.0,Tuesday,Cash,3.5825545171339566,0,0,28.0,8.0,11.5
11506,evening,45.0,Tuesday,Electronic,2.9831932773109244,1,0,8.0,56.0,35.5
11507,morning,15.0,Tuesday,Electronic,4.277533039647578,1,0,33.0,8.0,9.71
11508,morning,30.0,Monday,Electronic,3.4007352941176467,0,0,35.0,28.0,18.5
11509,morning,0.9,Monday,Electronic,6.388888888888888,1,0,28.0,32.0,5.75
11510,evening,45.0,Tuesday,Cash,2.9381443298969074,0,1,76.0,16.0,28.5
11511,morning,15.0,Tuesday,Electronic,3.481735159817352,0,0,6.0,21.0,15.25
11512,morning,15.0,Tuesday,Cash,7.786885245901639,0,0,28.0,28.0,4.75
11513,evening,30.0,Tuesday,Electronic,3.4343434343434343,1,1,33.0,8.0,17.0
11514,morning,15.0,Tuesday,Cash,3.317307692307692,0,1,77.0,14.0,17.25
11515,morning,0.86,Tuesday,Electronic,6.395348837209302,1,0,8.0,32.0,5.5
11516,morning,1.72,Monday,Electronic,4.651162790697675,1,0,28.0,8.0,8.0
11517,morning,15.0,Monday,Electronic,3.7209302325581395,1,0,32.0,28.0,11.2
11518,morning,15.0,Monday,Electronic,3.223404255319149,1,0,7.0,24.0,12.12
11519,morning,1.18,Tuesday,Electronic,5.296610169491526,1,0,28.0,32.0,6.25
11520,morning,15.0,Monday,Cash,4.464285714285714,0,0,77.0,3.0,7.5
11521,morning,15.0,Tuesday,Electronic,3.769230769230769,0,0,28.0,32.0,12.25
11522,evening,75.0,Monday,Electronic,2.966666666666667,1,1,76.0,6.0,44.5
11523,afternoon,15.0,Monday,Electronic,3.2833876221498373,1,0,7.0,8.0,10.08
11524,afternoon,15.0,Tuesday,Electronic,3.795379537953796,0,0,44.0,45.0,11.5
11525,afternoon,15.0,Tuesday,Electronic,4.310344827586207,1,0,32.0,8.0,8.75
11526,evening,15.0,Monday,Electronic,5.371900826446281,1,0,32.0,28.0,6.5
11527,evening,60.0,Tuesday,Electronic,2.91015625,1,1,76.0,2.0,37.25
11528,evening,3.02,Tuesday,Electronic,3.857615894039735,1,0,24.0,6.0,11.65
11529,afternoon,2.38,Tuesday,Electronic,3.781512605042017,1,0,28.0,24.0,9.0
11530,night,45.0,Wednesday,Electronic,3.435334872979215,0,0,2.0,8.0,29.75
11531,evening,75.0,Tuesday,Cash,2.742894910773298,0,1,76.0,6.0,41.5
11532,night,15.0,Tuesday,Cash,4.435483870967742,0,0,32.0,8.0,11.0
11533,night,15.0,Tuesday,Electronic,3.8205980066445187,1,0,8.0,24.0,11.5
11534,morning,30.0,Monday,Electronic,3.4403669724770642,1,0,3.0,7.0,18.75
11535,morning,15.0,Monday,Cash,4.605263157894737,0,1,8.0,76.0,7.0
11536,morning,0.6,Tuesday,Cash,7.916666666666667,0,0,28.0,32.0,4.75
11537,morning,15.0,Tuesday,Cash,4.27807486631016,0,0,20.0,21.0,8.0
11538,afternoon,1.27,Tuesday,Electronic,7.086614173228346,1,0,8.0,8.0,9.0
11539,afternoon,15.0,Tuesday,Cash,7.094594594594595,0,0,32.0,32.0,5.25
11540,afternoon,45.0,Tuesday,Electronic,3.009259259259259,0,0,28.0,8.0,29.25
11541,afternoon,15.0,Tuesday,Electronic,3.8251366120218577,1,0,6.0,8.0,14.0
11542,evening,1.9,Tuesday,Electronic,4.605263157894737,1,0,7.0,7.0,8.75
11543,morning,1.02,Monday,Cash,5.88235294117647,0,0,8.0,8.0,6.0
11544,afternoon,15.0,Monday,Cash,4.051383399209486,0,0,8.0,7.0,10.25
11545,evening,15.0,Monday,Electronic,4.696969696969697,1,1,32.0,8.0,7.75
11546,morning,60.0,Monday,Electronic,2.8425655976676385,1,1,56.0,32.0,39.0
11547,afternoon,30.0,Tuesday,Electronic,3.466796875,1,0,7.0,4.0,17.75
11548,afternoon,30.0,Tuesday,Cash,14.791666666666668,0,0,25.0,28.0,71.0
11549,night,2.03,Tuesday,Electronic,4.600985221674877,1,0,8.0,6.0,9.34
11550,evening,1.47,Tuesday,Cash,4.761904761904762,0,0,32.0,28.0,7.0
11551,evening,45.0,Tuesday,Other,3.4226190476190474,0,1,51.0,39.0,28.75
11552,afternoon,15.0,Tuesday,Electronic,3.511904761904762,1,0,33.0,24.0,14.75
11553,evening,30.0,Monday,Other,3.630952380952381,0,0,10.0,8.0,15.25
11554,afternoon,30.0,Monday,Cash,3.095238095238095,0,0,39.0,62.0,26.0
11555,night,1.57,Tuesday,Electronic,4.777070063694267,1,0,8.0,32.0,7.5
11556,afternoon,45.0,Tuesday,Electronic,3.265306122448979,0,0,8.0,42.0,32.0
11557,morning,15.0,Tuesday,Electronic,3.942652329749104,1,0,33.0,8.0,11.0
11558,afternoon,15.0,Tuesday,Electronic,4.318725099601594,1,0,28.0,28.0,10.84
11559,afternoon,60.0,Monday,Electronic,3.1075697211155378,0,0,28.0,39.0,39.0
11560,morning,15.0,Tuesday,Electronic,4.260089686098655,1,1,8.0,28.0,9.5
11561,evening,15.0,Tuesday,Electronic,4.425837320574163,1,0,32.0,28.0,9.25
11562,evening,75.0,Tuesday,Electronic,3.0186170212765955,1,0,76.0,8.0,56.75
11563,evening,1.81,Monday,Electronic,4.972375690607735,0,0,32.0,24.0,9.0
11564,afternoon,0.8,Tuesday,Cash,6.5625,0,0,32.0,8.0,5.25
11565,afternoon,0.8,Tuesday,Cash,6.5625,0,0,8.0,8.0,5.25
11566,morning,0.8,Tuesday,Cash,6.5625,0,0,8.0,8.0,5.25
11567,evening,15.0,Tuesday,Electronic,3.4974093264248705,1,0,33.0,24.0,13.5
11568,morning,45.0,Tuesday,Electronic,3.352601156069364,0,0,38.0,8.0,29.0
11569,morning,15.0,Tuesday,Electronic,3.8389513108614235,1,0,24.0,32.0,10.25
11570,night,15.0,Tuesday,Electronic,4.600790513833993,1,0,8.0,6.0,11.64
11571,night,15.0,Tuesday,Electronic,3.6369047619047623,1,0,8.0,7.0,12.22
11572,afternoon,15.0,Tuesday,Electronic,6.666666666666666,1,0,28.0,28.0,9.0
11573,evening,15.0,Monday,Cash,3.2186948853615522,0,0,28.0,6.0,18.25
11574,morning,30.0,Tuesday,Cash,3.357438016528926,0,0,8.0,6.0,16.25
11575,night,2.42,Monday,Electronic,4.239669421487603,1,0,8.0,33.0,10.26
11576,evening,30.0,Monday,Electronic,3.3411488862837047,0,0,38.0,33.0,28.5
11577,morning,15.0,Monday,Electronic,3.58974358974359,1,1,32.0,24.0,14.0
11578,afternoon,30.0,Tuesday,Electronic,3.523936170212766,1,0,8.0,6.0,13.25
11579,afternoon,15.0,Monday,Cash,5.75,0,0,28.0,32.0,5.75
11580,night,1.31,Wednesday,Electronic,6.870229007633587,1,0,8.0,8.0,9.0
11581,evening,15.0,Tuesday,Electronic,3.8709677419354835,1,0,33.0,8.0,12.0
11582,evening,15.0,Monday,Cash,3.7096774193548385,0,0,8.0,7.0,11.5
11583,evening,15.0,Monday,Cash,3.8709677419354835,0,1,8.0,6.0,12.0
11584,morning,15.0,Monday,Electronic,3.790322580645161,1,0,33.0,8.0,11.75
11585,morning,15.0,Monday,Cash,3.790322580645161,0,0,8.0,7.0,11.75
11586,afternoon,15.0,Monday,Cash,4.898648648648649,0,1,8.0,32.0,7.25
11587,afternoon,15.0,Monday,Electronic,4.72972972972973,0,0,24.0,8.0,7.0
11588,morning,15.0,Tuesday,Electronic,3.9622641509433962,1,0,33.0,32.0,10.5
11589,afternoon,105.0,Tuesday,Electronic,2.8276699029126213,1,0,33.0,76.0,58.25
11590,morning,1.03,Monday,Electronic,5.58252427184466,1,0,8.0,8.0,5.75
11591,night,15.0,Tuesday,Cash,4.021739130434783,0,1,8.0,7.0,9.25
11592,morning,15.0,Monday,Cash,3.5596026490066226,0,0,28.0,28.0,10.75
11593,evening,30.0,Tuesday,Electronic,2.960505529225908,1,0,32.0,6.0,18.74
11594,evening,2.6,Monday,Electronic,3.942307692307692,1,0,28.0,33.0,10.25
11595,morning,15.0,Monday,Electronic,4.725609756097561,1,0,28.0,8.0,7.75
11596,afternoon,1.5,Monday,Cash,4.666666666666667,0,1,56.0,8.0,7.0
11597,afternoon,15.0,Tuesday,Electronic,3.571428571428571,1,0,32.0,6.0,13.75
11598,afternoon,15.0,Monday,Electronic,8.256880733944953,1,0,32.0,32.0,9.0
11599,evening,60.0,Tuesday,Electronic,2.877578176979375,1,1,76.0,6.0,43.25
11600,night,15.0,Tuesday,Electronic,3.2843137254901964,1,1,6.0,28.0,16.75
11601,afternoon,15.0,Tuesday,Other,3.480392156862745,0,0,12.0,77.0,17.75
11602,morning,30.0,Tuesday,Electronic,3.509433962264151,1,0,6.0,22.0,14.88
11603,night,1.56,Wednesday,Electronic,4.8076923076923075,1,0,32.0,32.0,7.5
11604,morning,45.0,Tuesday,Electronic,2.9581151832460733,0,0,11.0,24.0,28.25
11605,afternoon,120.0,Tuesday,Cash,2.859848484848485,0,1,56.0,56.0,75.5
11606,night,15.0,Tuesday,Cash,4.545454545454546,0,0,8.0,8.0,8.0
11607,night,15.0,Tuesday,Electronic,4.255050505050505,1,0,8.0,6.0,16.85
11608,night,15.0,Tuesday,Cash,4.130434782608696,0,0,77.0,1.0,9.5
11609,evening,2.3,Tuesday,Electronic,4.534782608695652,1,0,8.0,32.0,10.43
11610,afternoon,15.0,Tuesday,Electronic,3.785211267605634,1,0,24.0,24.0,10.75
11611,evening,75.0,Tuesday,Cash,3.1161971830985915,0,0,28.0,32.0,44.25
11612,evening,30.0,Monday,Other,3.1690140845070425,0,0,33.0,3.0,22.5
11613,evening,1.72,Monday,Electronic,4.651162790697675,1,0,32.0,8.0,8.0
11614,morning,15.0,Monday,Electronic,3.519181585677749,1,0,7.0,28.0,13.76
11615,morning,15.0,Tuesday,Electronic,3.8869257950530036,1,0,8.0,24.0,11.0
11616,night,1.38,Tuesday,Electronic,6.521739130434783,1,0,7.0,6.0,9.0
11617,morning,15.0,Tuesday,Electronic,4.054054054054054,1,1,8.0,65.0,10.5
11618,afternoon,15.0,Tuesday,Cash,3.7197231833910034,0,0,14.0,77.0,10.75
11619,evening,15.0,Tuesday,Electronic,3.9297658862876252,1,0,32.0,33.0,11.75
11620,evening,15.0,Monday,Electronic,4.148936170212766,1,0,28.0,31.0,9.75
11621,evening,3.22,Monday,Electronic,3.6490683229813663,0,0,28.0,8.0,11.75
11622,afternoon,1.61,Monday,Cash,4.658385093167702,0,1,8.0,28.0,7.5
11623,morning,15.0,Monday,Electronic,3.8181818181818183,1,0,8.0,6.0,10.5
11624,afternoon,15.0,Tuesday,Cash,3.991596638655462,0,0,6.0,8.0,9.5
11625,morning,1.24,Tuesday,Cash,5.241935483870968,0,0,28.0,8.0,6.5
11626,afternoon,30.0,Tuesday,Electronic,3.4270650263620386,0,0,32.0,29.0,19.5
11627,morning,15.0,Monday,Electronic,3.484375,1,0,7.0,23.0,17.84
11628,morning,15.0,Monday,Cash,6.609195402298851,0,0,8.0,8.0,5.75
11629,morning,15.0,Tuesday,Electronic,5.075757575757575,1,0,28.0,8.0,13.4
11630,afternoon,45.0,Tuesday,Electronic,3.3566433566433567,0,0,6.0,2.0,24.0
11631,morning,45.0,Monday,Electronic,3.147482014388489,0,0,12.0,3.0,26.25
11632,morning,15.0,Tuesday,Electronic,3.936666666666667,1,0,28.0,8.0,11.81
11633,night,2.0,Tuesday,Cash,4.375,0,0,8.0,24.0,8.75
11634,night,2.0,Tuesday,Cash,4.125,0,1,6.0,4.0,8.25
11635,evening,15.0,Tuesday,Other,3.5,0,0,8.0,6.0,14.0
11636,afternoon,15.0,Tuesday,Electronic,3.5526315789473686,0,0,4.0,1.0,13.5
11637,morning,15.0,Tuesday,Electronic,4.5,1,0,33.0,32.0,9.0
11638,night,2.0,Monday,Electronic,4.5,1,0,24.0,8.0,9.0
11639,evening,15.0,Monday,Other,3.5625,0,0,38.0,43.0,14.25
11640,evening,15.0,Monday,Cash,4.5,0,1,76.0,8.0,9.0
11641,evening,15.0,Monday,Cash,4.375,0,0,8.0,32.0,8.75
11642,evening,15.0,Monday,Cash,3.2,0,1,32.0,6.0,16.0
11643,afternoon,15.0,Monday,Cash,3.5625,0,0,32.0,32.0,14.25
11644,afternoon,15.0,Monday,Cash,4.25,0,0,8.0,32.0,8.5
11645,afternoon,15.0,Monday,Cash,4.5,0,1,76.0,8.0,9.0
11646,afternoon,2.0,Monday,Cash,4.375,0,0,28.0,8.0,8.75
11647,afternoon,15.0,Monday,Electronic,4.25,1,0,8.0,8.0,8.5
11648,afternoon,2.0,Monday,Other,4.125,0,0,8.0,8.0,8.25
11649,afternoon,15.0,Monday,Electronic,4.375,1,0,32.0,8.0,8.75
11650,morning,15.0,Monday,Cash,4.25,0,1,32.0,8.0,8.5
11651,morning,30.0,Monday,Electronic,3.625,1,0,33.0,24.0,14.5
11652,afternoon,30.0,Tuesday,Electronic,3.403755868544601,0,0,6.0,33.0,21.75
11653,evening,30.0,Monday,Electronic,3.132034632034632,1,0,6.0,8.0,14.47
11654,morning,2.06,Monday,Cash,4.126213592233009,0,1,76.0,8.0,8.5
11655,night,15.0,Tuesday,Electronic,4.928571428571429,1,0,8.0,28.0,9.66
11656,afternoon,15.0,Monday,Electronic,3.166374781085814,0,0,6.0,8.0,18.08
11657,night,15.0,Tuesday,Electronic,3.8527397260273974,1,0,24.0,28.0,11.25
11658,night,15.0,Tuesday,Electronic,4.271356783919598,1,0,6.0,7.0,8.5
11659,evening,2.22,Tuesday,Electronic,5.135135135135135,1,0,28.0,8.0,11.4
11660,morning,15.0,Tuesday,Cash,6.25,0,0,28.0,8.0,6.0
11661,morning,1.39,Monday,Cash,5.035971223021583,0,1,32.0,28.0,7.0
11662,night,0.86,Tuesday,Electronic,10.465116279069768,1,0,32.0,32.0,9.0
11663,morning,90.0,Tuesday,Electronic,2.738163148887621,1,1,8.0,8.0,48.0
11664,afternoon,2.28,Tuesday,Electronic,4.166666666666667,1,0,32.0,24.0,9.5
11665,evening,15.0,Tuesday,Electronic,4.206730769230769,1,0,32.0,8.0,8.75
11666,morning,1.32,Tuesday,Electronic,5.113636363636363,1,0,32.0,32.0,6.75
11667,morning,1.78,Tuesday,Cash,4.49438202247191,0,0,8.0,32.0,8.0
11668,evening,15.0,Monday,Electronic,4.123595505617978,1,0,32.0,7.0,11.01
11669,morning,2.01,Monday,Electronic,4.228855721393035,0,0,33.0,8.0,8.5
11670,evening,30.0,Tuesday,Electronic,3.0942334739803092,1,0,28.0,16.0,22.0
11671,night,15.0,Monday,Cash,3.466666666666667,0,0,8.0,24.0,13.0
11672,evening,1.71,Tuesday,Electronic,5.2631578947368425,1,0,28.0,8.0,9.0
11673,afternoon,1.97,Monday,Electronic,4.568527918781726,1,0,8.0,8.0,9.0
11674,morning,15.0,Monday,Electronic,3.936802973977695,1,0,28.0,8.0,10.59
11675,morning,2.95,Tuesday,Electronic,3.7288135593220337,1,0,8.0,24.0,11.0
11676,morning,15.0,Monday,Electronic,4.225352112676057,0,0,31.0,28.0,9.0
11677,morning,15.0,Monday,Electronic,3.903485254691689,1,0,22.0,8.0,14.56
11678,morning,1.57,Monday,Electronic,4.617834394904459,1,0,8.0,28.0,7.25
11679,afternoon,15.0,Tuesday,Electronic,5.223880597014925,1,0,8.0,32.0,7.0
11680,morning,15.0,Tuesday,Other,3.36734693877551,0,0,8.0,23.0,16.5
11681,afternoon,15.0,Monday,Electronic,3.7878787878787876,1,0,32.0,24.0,11.25
11682,afternoon,15.0,Tuesday,Cash,4.166666666666667,0,1,8.0,28.0,9.5
11683,afternoon,45.0,Tuesday,Cash,3.6540880503144657,0,0,32.0,43.0,34.86
11684,night,1.4,Wednesday,Electronic,4.642857142857143,1,0,8.0,8.0,6.5
11685,morning,15.0,Tuesday,Electronic,3.928571428571429,1,0,32.0,33.0,11.0
11686,afternoon,45.0,Tuesday,Cash,5.012126111560226,0,0,5.0,6.0,62.0
11687,night,15.0,Tuesday,Electronic,4.170807453416149,1,0,8.0,7.0,13.43
11688,morning,30.0,Monday,Electronic,3.269230769230769,0,0,39.0,28.0,25.5
11689,evening,30.0,Tuesday,Electronic,3.0860349127182047,0,0,28.0,7.0,24.75
11690,night,30.0,Tuesday,Electronic,3.6138828633405637,1,0,7.0,33.0,16.66
11691,morning,15.0,Monday,Electronic,4.292929292929293,0,1,32.0,8.0,8.5
11692,evening,90.0,Tuesday,Cash,3.027027027027027,0,1,8.0,76.0,56.0
11693,morning,30.0,Monday,Electronic,3.4403669724770642,0,0,35.0,8.0,18.75
11694,morning,15.0,Tuesday,Electronic,3.297546012269939,0,0,49.0,66.0,21.5
11695,afternoon,0.68,Tuesday,Cash,7.352941176470588,0,0,8.0,32.0,5.0
11696,evening,15.0,Monday,Electronic,3.821656050955414,1,0,8.0,33.0,12.0
11697,morning,1.65,Tuesday,Electronic,5.454545454545455,1,0,32.0,28.0,9.0
11698,afternoon,30.0,Tuesday,Electronic,3.963740458015267,1,0,35.0,8.0,20.77
11699,night,1.52,Monday,Electronic,5.921052631578947,1,0,24.0,8.0,9.0
11700,afternoon,45.0,Tuesday,Electronic,3.1708595387840672,0,0,77.0,8.0,30.25
11701,morning,15.0,Monday,Cash,4.613095238095238,0,1,32.0,8.0,7.75
11702,morning,15.0,Monday,Electronic,4.00355871886121,1,0,32.0,33.0,11.25
11703,afternoon,30.0,Tuesday,Electronic,3.1380753138075312,0,0,12.0,3.0,30.0
11704,night,1.55,Tuesday,Cash,4.838709677419355,0,0,8.0,8.0,7.5
11705,morning,45.0,Tuesday,Electronic,3.231707317073171,0,0,64.0,29.0,26.5
11706,afternoon,90.0,Tuesday,Electronic,2.847380410022779,1,0,32.0,76.0,50.0
11707,morning,15.0,Monday,Cash,4.25764192139738,0,0,32.0,8.0,9.75
11708,night,15.0,Tuesday,Electronic,3.793103448275862,0,1,8.0,6.0,11.0
11709,evening,15.0,Tuesday,Electronic,3.4482758620689657,1,1,33.0,32.0,10.0
11710,evening,15.0,Tuesday,Cash,3.706896551724138,0,0,8.0,7.0,10.75
11711,night,30.0,Tuesday,Cash,3.706896551724138,0,1,76.0,8.0,21.5
11712,afternoon,15.0,Monday,Electronic,3.8793103448275863,1,0,8.0,8.0,11.25
11713,morning,15.0,Monday,Electronic,4.051724137931035,1,0,32.0,33.0,11.75
11714,morning,15.0,Monday,Other,3.8793103448275863,0,0,33.0,32.0,11.25
11715,morning,2.03,Monday,Electronic,4.187192118226601,1,0,8.0,8.0,8.5
11716,morning,15.0,Monday,Electronic,4.473684210526316,1,0,28.0,33.0,8.5
11717,evening,15.0,Tuesday,Cash,5.113636363636363,0,0,32.0,8.0,6.75
11718,afternoon,15.0,Monday,Electronic,3.977272727272727,1,0,32.0,7.0,10.5
11719,afternoon,0.74,Tuesday,Cash,6.756756756756757,0,0,6.0,3.0,5.0
11720,morning,0.74,Tuesday,Electronic,6.756756756756757,1,0,32.0,32.0,5.0
11721,afternoon,15.0,Monday,Cash,3.4653465346534653,0,0,8.0,8.0,17.5
11722,morning,15.0,Monday,Electronic,6.111111111111111,1,0,28.0,32.0,5.5
11723,evening,1.67,Monday,Electronic,4.640718562874252,0,1,8.0,32.0,7.75
11724,evening,45.0,Tuesday,Electronic,3.4656398104265405,0,0,38.0,39.0,29.25
11725,morning,15.0,Monday,Electronic,4.328611898016997,1,0,8.0,33.0,15.28
11726,evening,0.77,Monday,Cash,6.4935064935064934,0,1,3.0,3.0,5.0
